key	category	source	built-in-simplified	runtime-target
cosmetic.Casual_Feet_40.name	Cosmetics	Diver Shoes		潜水鞋
cosmetic.Casual_Feet_41.description	Cosmetics	Crimson runners carry brisk momentum through crowded lanes.	猩红跑鞋带着轻快动势穿过拥挤街巷。	猩红跑鞋带着轻快动势穿过拥挤街巷。
cosmetic.Casual_Feet_41.name	Cosmetics	Red Runners		红色跑鞋
cosmetic.Casual_Feet_42.description	Cosmetics	Blue sneakers settle into easy motion through wandering routes.	蓝色运动鞋在漫游路线中维持轻松步伐。	蓝色运动鞋在漫游路线中维持轻松步伐。
cosmetic.Casual_Feet_42.name	Cosmetics	Blue Sneakers		蓝色运动鞋
cosmetic.Casual_Feet_43.description	Cosmetics	Cleated league shoes dig into turf with tackling intent.	带钉联赛鞋牢牢咬住草地，满怀擒抱意图。	带钉联赛鞋牢牢咬住草地，满怀擒抱意图。
cosmetic.Casual_Feet_43.name	Cosmetics	Football Shoes		足球鞋
cosmetic.Casual_Feet_48.description	Cosmetics	Layered straps bind these boots with mule-trail toughness.	层叠绑带赋予这双长靴骡道般的坚韧。	层叠绑带赋予这双长靴骡道般的坚韧。
cosmetic.Casual_Feet_48.name	Cosmetics	Strapped Boots		系带靴子
cosmetic.Casual_Feet_5.description	Cosmetics	White runners keep swift movement clean across sunlit stone.	白色跑鞋让迅捷动作在阳光石路上依然干净利落。	白色跑鞋让迅捷动作在阳光石路上依然干净利落。
cosmetic.Casual_Feet_5.name	Cosmetics	White Runners		白色跑鞋
cosmetic.Casual_Feet_50.description	Cosmetics	Fuzzy monster feet show tiny claws with harmless menace.	毛茸茸的怪物脚露出小小利爪，带着毫无威胁的凶相。	毛茸茸的怪物脚露出小小利爪，带着毫无威胁的凶相。
cosmetic.Casual_Feet_50.name	Cosmetics	Monster Shoes		怪物鞋
cosmetic.Casual_Feet_51.description	Cosmetics	Shark shoes flash fins near the floor with toothy sea swagger.	鲨鱼鞋在地面附近露出鱼鳍，散发露齿的海洋气势。	鲨鱼鞋在地面附近露出鱼鳍，散发露齿的海洋气势。
cosmetic.Casual_Feet_51.name	Cosmetics	Shark Shoes		鲨鱼鞋
cosmetic.Casual_Feet_52.description	Cosmetics	Orange duck feet waddle forward with heroic lack of shame.	橙色鸭掌摇摇摆摆地向前，带着英雄般毫不知耻的自信。	橙色鸭掌摇摇摆摆地向前，带着英雄般毫不知耻的自信。
cosmetic.Casual_Feet_52.name	Cosmetics	Duck Shoes		鸭子鞋
cosmetic.Casual_Feet_6.description	Cosmetics	Rose runners give swift routes a softer streak of color.	玫瑰色跑鞋为迅捷路线添上一道柔和色彩。	玫瑰色跑鞋为迅捷路线添上一道柔和色彩。
cosmetic.Casual_Feet_6.name	Cosmetics	Rose Runners		玫瑰赛跑者
cosmetic.Casual_Feet_7.description	Cosmetics	Black runners vanish neatly along fast midnight routes.	黑色跑鞋整齐消失在午夜疾行路线中。	黑色跑鞋整齐消失在午夜疾行路线中。
cosmetic.Casual_Feet_7.name	Cosmetics	Black Runners		黑色跑鞋
cosmetic.Casual_Feet_8.description	Cosmetics	Azure runners favor sudden starts through open city lanes.	蔚蓝跑鞋偏爱在开阔城市巷道中骤然起步。	蔚蓝跑鞋偏爱在开阔城市巷道中骤然起步。
cosmetic.Casual_Feet_8.name	Cosmetics	Blue Runners		蓝色跑鞋
cosmetic.Casual_Feet_9.description	Cosmetics	Patterned high-tops pretend not to care about applause.	花纹高帮鞋装作完全不在意掌声。	花纹高帮鞋装作完全不在意掌声。
cosmetic.Casual_Feet_9.name	Cosmetics	Hipster High-Tops		时髦高帮鞋
cosmetic.Casual_Hands_10.description	Cosmetics	Padded paw gloves turn every gesture into sly parlor-cat theater.	加垫爪套让每个手势都变成狡黠的客厅猫戏。	加垫爪套让每个手势都变成狡黠的客厅猫戏。
cosmetic.Casual_Hands_10.name	Cosmetics	Neko Gloves		猫咪手套
cosmetic.Casual_Hands_11.description	Cosmetics	Rounded bear paws warm the hands with sleepy woodland bulk.	圆润熊掌让双手拥有困倦森林般的温暖厚重感。	圆润熊掌让双手拥有困倦森林般的温暖厚重感。
cosmetic.Casual_Hands_11.name	Cosmetics	Bear Gloves		熊手套
cosmetic.Casual_Hands_12.description	Cosmetics	Striped winter mitts trap hearth heat through gift-night chaos.	条纹冬季连指手套在礼物之夜的混乱中锁住炉火暖意。	条纹冬季连指手套在礼物之夜的混乱中锁住炉火暖意。
cosmetic.Casual_Hands_12.name	Cosmetics	Festive Gloves		节日手套
cosmetic.Casual_Hands_13.description	Cosmetics	Crimson boxing gloves make every jab look gloriously excessive.	猩红拳击手套让每一记刺拳都显得华丽得过分。	猩红拳击手套让每一记刺拳都显得华丽得过分。
cosmetic.Casual_Hands_13.name	Cosmetics	Red Boxing Gloves		红色拳击手套
cosmetic.Casual_Hands_14.description	Cosmetics	Cobalt boxing gloves bring ring-side poise to quick jabs.	钴蓝拳击手套为迅捷刺拳增添擂台边的从容。	钴蓝拳击手套为迅捷刺拳增添擂台边的从容。
cosmetic.Casual_Hands_14.name	Cosmetics	Blue Boxing Gloves		蓝色拳击手套
cosmetic.Casual_Hands_15.description	Cosmetics	Gridiron gloves bite the ball with stubborn leather grip.	橄榄球手套以顽固皮革牢牢抓住球体。	橄榄球手套以顽固皮革牢牢抓住球体。
cosmetic.Casual_Hands_15.name	Cosmetics	Football Gloves		足球手套
cosmetic.Casual_Hands_21.description	Cosmetics	Fuzzy claws curl from these gloves with harmless goblin drama.	毛茸茸的利爪从手套上弯出，带着毫无威胁的哥布林式戏剧感。	毛茸茸的利爪从手套上弯出，带着毫无威胁的哥布林式戏剧感。
cosmetic.Casual_Hands_21.name	Cosmetics	Monster Gloves		怪物手套
cosmetic.Casual_Hands_22.description	Cosmetics	Orange duck mitts flap through every questionable plan.	橙色鸭掌手套在每一个可疑计划中拍打作响。	橙色鸭掌手套在每一个可疑计划中拍打作响。
cosmetic.Casual_Hands_22.name	Cosmetics	Duck Gloves		鸭子手套
cosmetic.Casual_Hands_3.description	Cosmetics	Trail gloves guard the palms from rope burn across rocky shortcuts.	越野手套保护手掌，免受岩石捷径上的绳索磨伤。	越野手套保护手掌，免受岩石捷径上的绳索磨伤。
cosmetic.Casual_Hands_3.name	Cosmetics	Hiking Gloves		登山手套
cosmetic.Casual_Hands_4.description	Cosmetics	Dark leather creases around the knuckles like old wayfarer gear.	深色皮革在指节处形成褶皱，如同久经旅途的装备。	深色皮革在指节处形成褶皱，如同久经旅途的装备。
cosmetic.Casual_Hands_4.name	Cosmetics	Leather Gloves		皮手套
cosmetic.Casual_Hands_5.description	Cosmetics	Curled cuffs give these gloves a bright winter-grove flourish.	卷翘袖口为这副手套增添明亮的冬林装饰。	卷翘袖口为这副手套增添明亮的冬林装饰。
cosmetic.Casual_Hands_5.name	Cosmetics	Elf Gloves		精灵手套
cosmetic.Casual_Hands_8.description	Cosmetics	Plush bunny paws make every wave dangerously adorable.	毛绒兔爪让每一次挥手都可爱得危险。	毛绒兔爪让每一次挥手都可爱得危险。
cosmetic.Casual_Hands_8.name	Cosmetics	Bunny Gloves		兔子手套
cosmetic.Casual_Hands_9.description	Cosmetics	Tiny blue claws stomp into handwear with nursery-age thunder.	微型蓝色利爪踏入手套，带着幼儿园般的雷声。	微型蓝色利爪踏入手套，带着幼儿园般的雷声。
cosmetic.Casual_Hands_9.name	Cosmetics	Dino Gloves		恐龙手套
cosmetic.Casual_Head_1.description	Cosmetics	Red-brimmed canvas shades the eyes with casual field-day nerve.	红边帆布遮住双眼，带来轻松而大胆的户外日气息。	红边帆布遮住双眼，带来轻松而大胆的户外日气息。
cosmetic.Casual_Head_1.name	Cosmetics	Baseball Cap		棒球帽
cosmetic.Casual_Head_10.description	Cosmetics	Blue cap cloth gives the outfit a clean everyday finish.	蓝色帽布让整套服装拥有干净的日常收尾。	蓝色帽布让整套服装拥有干净的日常收尾。
cosmetic.Casual_Head_10.name	Cosmetics	Blue Cap		蓝色帽
cosmetic.Casual_Head_13.description	Cosmetics	Sun-dried straw casts lazy shade over wandering afternoons.	晒干的稻草为漫游的午后投下慵懒阴影。	晒干的稻草为漫游的午后投下慵懒阴影。
cosmetic.Casual_Head_13.name	Cosmetics	Straw Hat		草帽
cosmetic.Casual_Head_14.description	Cosmetics	Wide leather brims bring frontier swagger into hard noon sun.	宽阔皮革帽檐把边疆豪气带进正午烈日。	宽阔皮革帽檐把边疆豪气带进正午烈日。
cosmetic.Casual_Head_14.name	Cosmetics	Cowboy Hat		牛仔帽
cosmetic.Casual_Head_16.description	Cosmetics	Pale straw lifts soft green trim into a gentle spring mood.	浅色草帽托起柔和绿色饰边，营造温柔春日气息。	浅色草帽托起柔和绿色饰边，营造温柔春日气息。
cosmetic.Casual_Head_16.name	Cosmetics	Spring Hat		春天的帽子
cosmetic.Casual_Head_17.description	Cosmetics	Sunny ribbon loops crown this hat with market-day cheer.	明亮缎带在帽顶盘绕，带来市集日的欢快。	明亮缎带在帽顶盘绕，带来市集日的欢快。
cosmetic.Casual_Head_17.name	Cosmetics	Ribbon Hat		丝带帽
cosmetic.Casual_Head_2.description	Cosmetics	Plain black cloth keeps trouble looking almost respectable.	朴素黑布让麻烦看起来几乎还算体面。	朴素黑布让麻烦看起来几乎还算体面。
cosmetic.Casual_Head_2.name	Cosmetics	Black Cap		黑色帽
cosmetic.Casual_Head_20.description	Cosmetics	A tiny flower crowns this chick hat with impossible poultry confidence.	一朵小花为这顶小鸡帽加冕，展现不可思议的家禽自信。	一朵小花为这顶小鸡帽加冕，展现不可思议的家禽自信。
cosmetic.Casual_Head_20.name	Cosmetics	Chicky Hat		小鸡帽
cosmetic.Casual_Head_21.description	Cosmetics	Bright scout cloth marks the wearer for trails beyond the last signpost.	明亮斥候布料标记着那些愿意走向最后一块路牌之外的人。	明亮斥候布料标记着那些愿意走向最后一块路牌之外的人。
cosmetic.Casual_Head_21.name	Cosmetics	Scout Hat		斥候帽
cosmetic.Casual_Head_23.description	Cosmetics	Golden peel curves proudly overhead with shameless festival luxury.	金色果皮骄傲地弯在头顶，散发毫不羞怯的节庆奢华。	金色果皮骄傲地弯在头顶，散发毫不羞怯的节庆奢华。
cosmetic.Casual_Head_23.name	Cosmetics	Banana Hat		香蕉帽
cosmetic.Casual_Head_28.description	Cosmetics	White naval cloth places imaginary command directly above the eyebrows.	洁白海军布料把想象中的指挥权直接放到眉毛上方。	洁白海军布料把想象中的指挥权直接放到眉毛上方。
cosmetic.Casual_Head_28.name	Cosmetics	Captain Hat		船长帽
cosmetic.Casual_Head_29.description	Cosmetics	Blue trim circles this sailor cap with tidy dockside charm.	蓝色饰边围绕水手帽，带来整洁的码头魅力。	蓝色饰边围绕水手帽，带来整洁的码头魅力。
cosmetic.Casual_Head_29.name	Cosmetics	Sailor Hat		水手帽
cosmetic.Casual_Head_30.description	Cosmetics	Black scholar cloth remembers experiments that somehow reached ceremony.	黑色学者布料记得那些不知为何最终走进典礼的实验。	黑色学者布料记得那些不知为何最终走进典礼的实验。
cosmetic.Casual_Head_30.name	Cosmetics	Science Graduation Cap		科学毕业帽
cosmetic.Casual_Head_31.description	Cosmetics	Blue graduation cloth carries the nervous poise of future negotiators.	蓝色毕业帽布承载着未来谈判者紧张而沉稳的气质。	蓝色毕业帽布承载着未来谈判者紧张而沉稳的气质。
cosmetic.Casual_Head_31.name	Cosmetics	Business Graduation Cap		商业毕业帽
cosmetic.Casual_Head_39.description	Cosmetics	Red rescue plating braces the brow through falling sparks.	红色救援甲片在飞落火星中保护额头。	红色救援甲片在飞落火星中保护额头。
cosmetic.Casual_Head_39.name	Cosmetics	Firefighter Hat		消防员帽
cosmetic.Casual_Head_4.description	Cosmetics	Patterned panels sit slightly crooked with intentional market-stall irony.	花纹甲片略微歪斜地坐着，带着刻意的市集摊位讽刺感。	花纹甲片略微歪斜地坐着，带着刻意的市集摊位讽刺感。
cosmetic.Casual_Head_4.name	Cosmetics	Hipster Cap		潮人帽
cosmetic.Casual_Head_41.description	Cosmetics	Red dustcloth hides the face just enough for rumors.	红色防尘布遮住恰到好处的面容，让传闻有机会出现。	红色防尘布遮住恰到好处的面容，让传闻有机会出现。
cosmetic.Casual_Head_41.name	Cosmetics	Red Bandit Bandana		红色盗匪头巾
cosmetic.Casual_Head_42.description	Cosmetics	Blue roadcloth keeps desert glare away from a suspicious squint.	蓝色行路布挡开沙漠强光，也藏住可疑的眯眼神情。	蓝色行路布挡开沙漠强光，也藏住可疑的眯眼神情。
cosmetic.Casual_Head_42.name	Cosmetics	Blue Bandit Bandana		蓝色盗匪头巾
cosmetic.Casual_Head_46.description	Cosmetics	Gold points rise from the brow with troublesome royal certainty.	金色尖角从眉间升起，带着惹麻烦的王者确信。	金色尖角从眉间升起，带着惹麻烦的王者确信。
cosmetic.Casual_Head_46.name	Cosmetics	Royal Crown		皇家王冠
cosmetic.Casual_Head_5.description	Cosmetics	Black knit hugs close through cold lanternlit alleys.	黑色针织布紧贴头部，陪伴寒冷灯影下的巷道。	黑色针织布紧贴头部，陪伴寒冷灯影下的巷道。
cosmetic.Casual_Head_5.name	Cosmetics	Black Beanie		黑色针织帽
cosmetic.Casual_Head_6.description	Cosmetics	Blue yarn keeps winter air from claiming the ears.	蓝色毛线保护双耳，不让冬风夺走它们。	蓝色毛线保护双耳，不让冬风夺走它们。
cosmetic.Casual_Head_6.name	Cosmetics	Blue Beanie		蓝色针织帽
cosmetic.Casual_Head_7.description	Cosmetics	Pale wool gathers around a pom fit for frosted paths.	浅色羊毛在绒球周围汇聚，正适合结霜小径。	浅色羊毛在绒球周围汇聚，正适合结霜小径。
cosmetic.Casual_Head_7.name	Cosmetics	Snow Beanie		雪帽
cosmetic.Casual_Head_8.description	Cosmetics	Tilted felt grants every pause the gravity of unfinished genius.	倾斜毡帽让每一次停顿都拥有尚未完成的天才般重量。	倾斜毡帽让每一次停顿都拥有尚未完成的天才般重量。
cosmetic.Casual_Head_8.name	Cosmetics	Artist Hat		艺术家帽
cosmetic.Casual_Legs_1.description	Cosmetics	Orange duck legs bring waddling ceremony to every deeply unserious march.	橙色鸭腿为每一次极不严肃的行军带来摇摆仪式感。	橙色鸭腿为每一次极不严肃的行军带来摇摆仪式感。
cosmetic.Casual_Legs_1.name	Cosmetics	Duck Pants		鸭子长裤
cosmetic.Casual_Legs_10.description	Cosmetics	Fuzzy monster legs stomp through the outfit with harmless claw-foot drama.	毛茸茸的怪物腿以毫无威胁的爪足戏剧感踏进整套服装。	毛茸茸的怪物腿以毫无威胁的爪足戏剧感踏进整套服装。
cosmetic.Casual_Legs_10.name	Cosmetics	Monster Pants		怪物长裤
cosmetic.Casual_Legs_13.description	Cosmetics	Citrus cloth keeps these shorts breezy on sunlit roads.	柑橘色布料让这条短裤在阳光道路上保持轻爽。	柑橘色布料让这条短裤在阳光道路上保持轻爽。
cosmetic.Casual_Legs_13.name	Cosmetics	Orange Shorts		橙色短裤
cosmetic.Casual_Legs_15.description	Cosmetics	Black formal trousers hold a sharp crease through deeply questionable adventures.	黑色正式长裤即使经历极其可疑的冒险，也能维持利落裤线。	黑色正式长裤即使经历极其可疑的冒险，也能维持利落裤线。
cosmetic.Casual_Legs_15.name	Cosmetics	Tuxedo Pants		燕尾服长裤
cosmetic.Casual_Legs_18.description	Cosmetics	Brown cargo pockets carry trail grit in a practical wayfarer cut.	棕色工装口袋以实用行路剪裁携带旅途尘土。	棕色工装口袋以实用行路剪裁携带旅途尘土。
cosmetic.Casual_Legs_18.name	Cosmetics	Brown Cargo Pants		棕色工装长裤
cosmetic.Casual_Legs_19.description	Cosmetics	Slate cargo cloth favors quiet utility across rough travel routes.	板岩色工装布偏爱在崎岖路线中保持安静实用。	板岩色工装布偏爱在崎岖路线中保持安静实用。
cosmetic.Casual_Legs_19.name	Cosmetics	Grey Cargo Pants		灰色工装裤
