category	identity	source	target	compact_policy
Equip	Flame	Blaze Card	烈焰卡片	english-on-hold
Equip	Flame	Blaze Pet	炽焰宠物	english-on-hold
Equip	Flame	Blazer Pet	炽焰宠物	english-on-hold
Equip	Flame Spirit	Flame Spirit	火灵之角	english-on-hold
Equip	Flame Spirit	Flame Spirit Horns	火灵之角	english-on-hold
Equip	Flame Tongue Kunai	Flame Tongue Kunai	火舌苦无	english-on-hold
Equip	Flameburst Kunai	Flameburst Kunai	烈焰苦无	english-on-hold
Equip	Fleetrunner	Fleetrunner	疾行裤	english-on-hold
Equip	Flintlock Pistol	Flintlock Pistol	燧发手枪	english-on-hold
Equip	Flora	Flora	弗洛拉	english-on-hold
Equip	Flora	Flora Card	弗洛拉卡片	english-on-hold
Equip	Flora	Flora Pet	湖花宠物	english-on-hold
Equip	Flora	Lakeblossom Pet	湖花宠物	english-on-hold
Equip	Focus Band	Focus Band	专注发带	english-on-hold
Equip	Forest Friend Hat	Forest Friend Hat	森林伙伴帽	english-on-hold
Equip	ForestChest	Forest Chest	森林胸甲	english-on-hold
Equip	ForestFeet	Forest Shoes	森林鞋	english-on-hold
Equip	ForestLegs	Forest Legs	森林护腿	english-on-hold
Equip	Fortified Guardwall	Fortified Guardwall	坚固壁垒	english-on-hold
Equip	Frost Mark	Frost Mark	冰霜印记	english-on-hold
Equip	Frostfang	Frostfang	霜牙	english-on-hold
Equip	Frostscale Helm	Frostscale Helm	霜鳞头盔	english-on-hold
Equip	Frostshard	Frostshard	霜碎片	english-on-hold
Equip	Frostspire Kunai	Frostspire Kunai	霜尖苦无	english-on-hold
Equip	Fruit Bowl	Basket of Fruit	水果篮	english-on-hold
Equip	Fruit Bowl	Fruit Bowl	水果篮	english-on-hold
Equip	Funny Glasses	Disguise Glasses	伪装眼镜	english-on-hold
Equip	Funny Glasses	Funny Glasses	伪装眼镜	english-on-hold
Equip	Fur Hood	Fur Hood	毛皮兜帽	english-on-hold
Equip	Game Master Utility	Game Master Utility	GM工具	english-on-hold
Equip	Gatling Gun	Gatling Gun	加特林机枪	english-on-hold
Equip	Ghost	Ghost	鬼	english-on-hold
Equip	Ghost	Ghost Card	鬼卡片	english-on-hold
Equip	Ghost	Ghost Pet	低语幽魂宠物	english-on-hold
Equip	Ghost	Whispling Pet	低语幽魂宠物	english-on-hold
Equip	Ghostly Hat	Ghostly Hat	幽灵帽	english-on-hold
Equip	Glimmerthorn	Glimmerthorn	微光荆棘	english-on-hold
Equip	Gloom	Spectre	幽灵	english-on-hold
Equip	Gloom	Spectre Card	幽灵卡片	english-on-hold
Equip	Gloom	Spectre Pet	幽灵宠物	english-on-hold
Equip	Glove_Agi	Speed Gauntlets	迅捷护手	english-on-hold
Equip	Glove_Dex	Precision Gauntlets	精准护手	english-on-hold
Equip	Glove_Int	Mind Gauntlets	心灵护手	english-on-hold
Equip	Glove_Luk	Fate Gauntlets	命运护手	english-on-hold
Equip	Glove_Str	Power Gauntlets	力量护手	english-on-hold
Equip	Glove_Vit	Endurance Gauntlets	坚韧护手	english-on-hold
Equip	Goblin Minion	Goblet Pet	哥布仔宠物	english-on-hold
Equip	Goblin Minion	Goblin	哥布林	english-on-hold
Equip	Goblin Minion	Goblin Card	哥布林卡片	english-on-hold
Equip	Goblin Minion	Goblin Pet	哥布仔宠物	english-on-hold
Equip	Golden Aegis	Golden Aegis	金色圣盾	english-on-hold
Equip	Golden Axe	Golden Axe	金斧	english-on-hold
Equip	Golden Crest	Golden Crest	金色徽记	english-on-hold
Equip	Golden Crown	Golden Crown	金色王冠	english-on-hold
Equip	Golden Hammer	Golden Hammer	金色战锤	english-on-hold
Equip	Golden Hoop	Golden Hoop	金环	english-on-hold
Equip	Grasping Eye Urn	Grasping Eye Urn	攫目之瓮	english-on-hold
Equip	Grave Helm	Grave Helm	墓穴头盔	english-on-hold
Equip	GravemarrowChest	Gravemarrow Chest	墓髓胸甲	english-on-hold
Equip	GravemarrowFeet	Gravemarrow Shoes	墓髓鞋	english-on-hold
Equip	GravemarrowLegs	Gravemarrow Legs	墓髓护腿	english-on-hold
Equip	Gravestone Breaker	Gravestone Breaker	碎碑者	english-on-hold
Equip	Green Shell	Green Shell	绿色甲壳	english-on-hold
Equip	Griffin_BlackandWhite	Shadow Griffin	暗影狮鹫	english-on-hold
Equip	Griffin_BrownA	Highland Griffin	高地狮鹫	english-on-hold
Equip	Griffin_BrownB	Wild Griffin	狂野狮鹫	english-on-hold
Equip	Griffin_Eagle	Sky Eagle Griffin	天鹰格里芬	english-on-hold
Equip	Griffin_Flying	Flying Griffin	飞行狮鹫	english-on-hold
Equip	Griffin_SnowOwl	Snow Griffin	雪狮狮鹫	english-on-hold
Equip	Grim Reaper Scythe	Life Drinker	噬命者	english-on-hold
Equip	Guardblade	Guardblade	护卫之刃	english-on-hold
Equip	Hands_Angel_F	Angel Female Gloves	天使女手套	english-on-hold
Equip	Hands_Angel_M	Angel Male Gloves	天使男手套	english-on-hold
Equip	Hands_Cuervo_F	Cuervo Female Gloves	克乌沃女手套	english-on-hold
Equip	Hands_Cuervo_M	Cuervo Male Gloves	克乌沃男手套	english-on-hold
Equip	Hands_CyberRogue	Cyber Rogue Gloves	赛博盗贼手套	english-on-hold
Equip	Hands_Demonic_F	Demonic Female Gloves	恶魔女手套	english-on-hold
Equip	Hands_Demonic_M	Demonic Male Gloves	恶魔男手套	english-on-hold
Equip	Hands_Gladys	Gladys Gloves	格拉迪斯手套	english-on-hold
Equip	Hands_Transparent	Transparent Gloves	透明手套	english-on-hold
Equip	Happy Chipper Hat	Happy Chipper Hat	欢欣森林帽	english-on-hold
Equip	Harvester of Souls	Harvester of Souls	灵魂收割者	english-on-hold
Equip	Haunt	Banshee	女妖	english-on-hold
Equip	Haunt	Banshee Card	女妖卡片	english-on-hold
Equip	Haunt	Banshee Pet	小幽魂宠物	english-on-hold
Equip	Haunt	Hauntling Pet	小幽魂宠物	english-on-hold
Equip	Hawkeye Crossbow	Hawkeye Crossbow	鹰眼弩	english-on-hold
Equip	Head_Angel	Angel Hat	天使帽	english-on-hold
Equip	Head_AngelBand	Angel Band	天使发带	english-on-hold
Equip	Head_AoA	Pierced Apple	穿孔的苹果	english-on-hold
Equip	Head_AoA	Scout's Apple	穿孔的苹果	english-on-hold
Equip	Head_Aviator	Aviator Hat	飞行员帽	english-on-hold
Equip	Head_BatLord	Bat Lord	暗夜男爵	english-on-hold
Equip	Head_BatLord	Count's Cowl	伯爵的兜帽	english-on-hold
Equip	Head_BunnyEars	Bunny Ears	兔子耳朵	english-on-hold
Equip	Head_CactusKing	Cactus King	仙人掌王	english-on-hold
Equip	Head_CactusKing	Monarch's Spinecrown	君主的脊冠	english-on-hold
Equip	Head_CatBolt	Cat Bolt Hood	摄政王风暴兜帽	english-on-hold
Equip	Head_CatBolt	Regent's Stormhood	摄政王风暴兜帽	english-on-hold
Equip	Head_CatEars	Cat Ears	猫耳朵	english-on-hold
Equip	Head_CosmicBand	Cosmic Band	星界环带	english-on-hold
Equip	Head_CupidHalo	Golden Halo	金色光环	english-on-hold
Equip	Head_CupidHalo	Halo	金色光环	english-on-hold
Equip	Head_Demonic	Demonic Headgear	恶魔头饰	english-on-hold
Equip	Head_Easter_F	Easter Female Hat	复活节女帽	english-on-hold
Equip	Head_Easter_M	Easter Male Hat	复活节男帽	english-on-hold
Equip	Head_FeatheredCrown_Brown	Brown Feathered Crown	棕色羽饰王冠	english-on-hold
Equip	Head_FeatheredCrown_Brown	Feathered Crown Brown	棕色羽饰王冠	english-on-hold
Equip	Head_FeatheredCrown_Rainbow	Feathered Crown Rainbow	彩虹羽毛皇冠	english-on-hold
Equip	Head_FeatheredCrown_Rainbow	Rainbow Feathered Crown	彩虹羽毛皇冠	english-on-hold
Equip	Head_FireFox	Fire Fox Hat	火焰狐狸帽	english-on-hold
Equip	Head_FlowerHat	Sunbloom Hat	太阳花帽子	english-on-hold
Equip	Head_FlowerHat	Sunflora Hat	太阳花帽子	english-on-hold
Equip	Head_FoxEars	Fox Ears	狐狸耳朵	english-on-hold
Equip	Head_Froggie	Froggie Headband	青蛙头带	english-on-hold
Equip	Head_Gladys	Gladys Hat	格拉迪斯帽	english-on-hold
Equip	Head_HareHorns	Hare Horns	斩首号角	english-on-hold
Equip	Head_HareHorns	Vorpal Horns	斩首号角	english-on-hold
Equip	Head_HermitKing	Hermit Crown	贝壳霸王冠	english-on-hold
Equip	Head_HermitKing	Shell Tyrant Crown	贝壳霸王冠	english-on-hold
Equip	Head_IceCrown	Frostweaver Crown	织霜王冠	english-on-hold
Equip	Head_IceCrown	Ice Mage Crown	织霜王冠	english-on-hold
Equip	Head_IceFox	Ice Fox Hat	冰霜狐狸帽	english-on-hold
Equip	Head_IceGolem	Mega Ice Crown	泰坦霜冠	english-on-hold
Equip	Head_IceGolem	Titanfrost Crown	泰坦霜冠	english-on-hold
Equip	Head_ImpDevil	Calcifur Headdress	卡西弗头饰	english-on-hold
Equip	Head_ImpDevil	Imp Devil Headress	卡西弗头饰	english-on-hold
Equip	Head_MajesticHorn	Majestic Horns	雄伟的号角	english-on-hold
Equip	Head_Priest	Priest Hat	牧师帽	english-on-hold
Equip	Head_QueenWorm	Broodworm Cowl	虫巢兜帽	english-on-hold
Equip	Head_QueenWorm	Parasitic Worm	虫巢兜帽	english-on-hold
Equip	Head_Ribbon_Red	Red Ribbon	红丝带	english-on-hold
Equip	Head_Ribbon_Yellow	Yellow Ribbon	黄丝带	english-on-hold
Equip	Head_Sakkat	Sakkat	萨卡特	english-on-hold
Equip	Head_ScorpionKing	Scorpion Crown	蝎子王皇冠	english-on-hold
Equip	Head_ScorpionKing	Scorpion King Crown	蝎子王皇冠	english-on-hold
Equip	Head_Shinobi	Shinobi Hat	忍者帽	english-on-hold
Equip	Head_SnakeNaga	Serpent Charmer Hat	耍蛇者帽子	english-on-hold
Equip	Head_SnakeNaga	Snake Charmer Hat	耍蛇者帽子	english-on-hold
Equip	Head_SpiderQueenRobot	Drooping Spider Queen	苏帕兰寡妇面纱	english-on-hold
Equip	Head_SpiderQueenRobot	Supharan Widow Veil	苏帕兰寡妇面纱	english-on-hold
Equip	Head_Sprout	Sprig Cap	嫩枝帽	english-on-hold
Equip	Head_Sprout	Sprout	萌芽	english-on-hold
Equip	Head_Sting	Bumble Bee Beanie	大黄蜂针织帽	english-on-hold
Equip	Head_Sting	Bumblebee Beanie	大黄蜂针织帽	english-on-hold
Equip	Head_Transparent	Transparent Hat	透明帽	english-on-hold
Equip	Head_TurtleChampion	Reefguard Visor	礁石护目镜	english-on-hold
Equip	Head_TurtleChampion	Turtle Champion Visor	礁石护目镜	english-on-hold
Equip	Head_Urban	Urban Hat	都市帽	english-on-hold
Equip	Head_Werewolf	Moonfang Hood	月牙兜帽	english-on-hold
Equip	Head_Werewolf	Werewolf Hood	月牙兜帽	english-on-hold
Equip	Head_Wizard	Wizard Hat	巫师帽	english-on-hold
Equip	Head_WormCreep	Whispering Worm	低语蠕虫	english-on-hold
Equip	Head_Wraith	Apostle's Duskhat	使徒的黄昏	english-on-hold
Equip	Head_Wraith	Wraith Hat	使徒的黄昏	english-on-hold
Equip	Head_Xmas_M_Blue	Blue Christmas Hat	蓝色圣诞帽	english-on-hold
Equip	Head_Xmas_M_Red	Red Christmas Hat	红色圣诞帽	english-on-hold
Equip	Heart Vessel	Heart Vessel	心之容器	english-on-hold
Equip	Heartgaze Shades	Heartgaze Shades	凝心墨镜	english-on-hold
Equip	Heartloop Earring	Heartloop Earring	心环耳环	english-on-hold
Equip	Hellfire Staff	Hellfire Staff	地狱火法杖	english-on-hold
Equip	Hellhorn Hood	Hellhorn Hood	地狱角兜帽	english-on-hold
Equip	Hermit Hood	Hermit Hood	隐士兜帽	english-on-hold
Equip	Hexweaver Hat	Hexweaver Hat	织咒者帽	english-on-hold
Equip	Holy Shield	Holy Crest	神圣徽记	english-on-hold
Equip	Holy Staff	Holy Staff	神圣法杖	english-on-hold
Equip	Hornbrand	Hornbrand	霍恩布兰德	english-on-hold
Equip	Horned Crusader Helm	Horned Crusader Helm	有角十字军头盔	english-on-hold
Equip	Horned Vanguard	Horned Vanguard	维京头盔	english-on-hold
Equip	Horned Vanguard	Viking Helm	维京头盔	english-on-hold
Equip	Horse_Black	Black Horse	黑马	english-on-hold
Equip	Horse_Black_Roan	Black Roan Horse	黑罗恩马	english-on-hold
Equip	Horse_Flame	Lunar Flame Horse	月炎马	english-on-hold
Equip	Horse_Palomino	Palomino Horse	帕洛米诺马	english-on-hold
Equip	Horse_Tobiano	Tobiano Horse	托比亚诺马	english-on-hold
Equip	Horse_White	White Horse	白马	english-on-hold
Equip	Housefly Nom	Blowfly	丽蝇	english-on-hold
Equip	Housefly Nom	Blowfly Card	丽蝇卡片	english-on-hold
Equip	Housefly Nom	Blowfly Pet	沼翼宠物	english-on-hold
Equip	Housefly Nom	Bogwing Pet	沼翼宠物	english-on-hold
Equip	Hunting Knife	Hunting Knife	狩猎刀	english-on-hold
Equip	Hunting Pike	Hunting Pike	狩猎长矛	english-on-hold
Equip	Icicle	Icicle	冰柱	english-on-hold
Equip	Icicle	Icicle Card	冰柱卡片	english-on-hold
Equip	Icicle	Icicle Pet	冰柱宠物	english-on-hold
Equip	Imp Mischief	Fire Gremlin Pet	火焰小恶魔宠物	english-on-hold
Equip	Imp Mischief	Gremlin	小恶魔	english-on-hold
Equip	Imp Mischief	Gremlin Card	小恶魔卡片	english-on-hold
Equip	Imp Mischief	Gremlin Pet	火焰小恶魔宠物	english-on-hold
Equip	Insect Carapace	Insect Carapace	昆虫甲壳	english-on-hold
Equip	Iron Ankh	Iron Ankh	铁制安卡	english-on-hold
Equip	Iron Bulwark	Iron Bulwark	钢铁壁垒	english-on-hold
Equip	Iron Fortitude	Iron Fortitude	钢铁意志	english-on-hold
Equip	Iron Guard Helm	Guard Helm	守卫头盔	english-on-hold
Equip	Iron Guard Helm	Iron Guard Helm	守卫头盔	english-on-hold
Equip	Iron Halo	Iron Halo	圣徒之负	english-on-hold
Equip	Iron Halo	Saint's Burden	圣徒之负	english-on-hold
Equip	Iron Morningstar	Iron Morningstar	铁晨星	english-on-hold
Equip	Iron Reaver	Iron Reaver	钢铁掠夺者	english-on-hold
Equip	Iron Spear	Iron Spear	钢铁长矛	english-on-hold
Equip	Iron Spire	Chained Spire	锁链尖塔	english-on-hold
Equip	Iron Spire	Iron Spire	锁链尖塔	english-on-hold
Equip	Ironhorn Cap	Gorehorn Helm	血角头盔	english-on-hold
Equip	Ironhorn Cap	Ironhorn Cap	血角头盔	english-on-hold
Equip	Ironshade Helm	Ironshade Helm	铁影头盔	english-on-hold
Equip	IslandChest	Island Spirit Chest	岛灵胸甲	english-on-hold
Equip	IslandFeet	Island Spirit Shoes	岛灵鞋	english-on-hold
Equip	IslandLegs	Island Spirit Legs	岛灵护腿	english-on-hold
Equip	Jagtooth	Jagtooth	锯牙	english-on-hold
Equip	Jellyfish Robot	Stormjelly	风暴水母	english-on-hold
Equip	Jellyfish Robot	Stormjelly Card	风暴水母卡片	english-on-hold
Equip	Jellyfish Robot	Stormjelly Pet	风暴水母宠物	english-on-hold
Equip	Jester Hat	Jester Hat	弄臣帽	english-on-hold
Equip	Jewelcrest Mace	Jewelcrest Mace	宝冠钉锤	english-on-hold
Equip	Knife	Knife	刀	english-on-hold
Equip	Knight_1	Breaking Advance	破阵突进	english-on-hold
Equip	Knight_2	Sweeping Order	扫荡令	english-on-hold
Equip	Knight_3	Lightning Stance	闪电姿态	english-on-hold
Equip	Knight_4	Rescuing Throw	救援投掷	english-on-hold
Equip	Knight_5	Iron Response	钢铁反应	english-on-hold
Equip	Knight_6	Vanguard Doctrine	先锋教典	english-on-hold
Equip	KnightChest	Skystrider Chest	踏空者胸甲	english-on-hold
Equip	KnightFeet	Skystrider Shoes	踏空者鞋	english-on-hold
Equip	KnightLegs	Skystrider Legs	踏空者护腿	english-on-hold
Equip	Knuckleband	Knuckleband	指节带	english-on-hold
Equip	Kunai	Kunai	苦无	english-on-hold
Equip	Launcher	Launcher	爆破发射器	english-on-hold
Equip	Leaf Mask	Leaf Mask	叶片面具	english-on-hold
Equip	Leg_Agi	Speed Greaves	迅捷胫甲	english-on-hold
Equip	Leg_Dex	Precision Greaves	精准胫甲	english-on-hold
Equip	Leg_Int	Mind Greaves	心灵胫甲	english-on-hold
Equip	Leg_Luk	Fate Greaves	命运胫甲	english-on-hold
Equip	Leg_Str	Power Greaves	力量胫甲	english-on-hold
Equip	Leg_Vit	Endurance Greaves	坚韧胫甲	english-on-hold
Equip	Legionnaire Helm	Legionnaire Helm	军团头盔	english-on-hold
Equip	Legs_AcademyF	Academy Female Pants	学院女长裤	english-on-hold
Equip	Legs_AcademyM	Academy Male Pants	学院男长裤	english-on-hold
Equip	Legs_Angel_F	Angel Female Pants	天使女长裤	english-on-hold
Equip	Legs_Angel_M	Angel Male Pants	天使男长裤	english-on-hold
Equip	Legs_Cuervo_F	Cuervo Female Pants	克乌沃女长裤	english-on-hold
Equip	Legs_Cuervo_M	Cuervo Male Pants	克乌沃男长裤	english-on-hold
Equip	Legs_CyberRogue	Cyber Rogue Pants	赛博盗贼长裤	english-on-hold
Equip	Legs_Demonic_F	Demonic Female Pants	恶魔女长裤	english-on-hold
Equip	Legs_Demonic_M	Demonic Male Pants	恶魔男长裤	english-on-hold
Equip	Legs_Easter_F	Easter Female Pants	复活节女长裤	english-on-hold
Equip	Legs_Easter_M	Easter Male Pants	复活节男长裤	english-on-hold
Equip	Legs_FireFox	Fire Fox Pants	火焰狐狸长裤	english-on-hold
Equip	Legs_Gladys	Gladys Pants	格拉迪斯长裤	english-on-hold
Equip	Legs_GS	Gunslinger Pants	枪手长裤	english-on-hold
Equip	Legs_IceFox	Ice Fox Pants	冰霜狐狸长裤	english-on-hold
Equip	Legs_Priest_F	Priest Female Pants	牧师女长裤	english-on-hold
Equip	Legs_Priest_M	Priest Male Pants	牧师男长裤	english-on-hold
Equip	Legs_Shinobi	Shinobi Pants	忍者长裤	english-on-hold
Equip	Legs_SpiritValer	Spirit Valer Pants	灵谷勇士长裤	english-on-hold
Equip	Legs_SukebanF	Sukeban Female Pants	不良风女式长裤	english-on-hold
Equip	Legs_SukebanM	Sukeban Male Pants	不良风男式长裤	english-on-hold
Equip	Legs_Transparent	Transparent Pants	透明长裤	english-on-hold
Equip	Legs_Urban	Urban Pants	都市长裤	english-on-hold
Equip	Legs_Wizard_F	Wizard Female Pants	巫师女长裤	english-on-hold
Equip	Legs_Wizard_M	Wizard Male Pants	巫师男长裤	english-on-hold
Equip	Life Staff	Life Staff	生命法杖	english-on-hold
Equip	Lifebloom Shoes	Lifebloom Shoes	生命绽放鞋	english-on-hold
Equip	Longbow	Longbow	长弓	english-on-hold
Equip	Lucky Drops	Lucky Drops	幸运水滴	english-on-hold
Equip	Lurker	Creepy Crawly Pet	诡异爬虫宠物	english-on-hold
Equip	Lurker	Lurker	潜伏者	english-on-hold
Equip	Lurker	Lurker Card	潜伏者卡片	english-on-hold
Equip	Lurker	Lurker Pet	诡异爬虫宠物	english-on-hold
Equip	Lute	Lute	鲁特琴	english-on-hold
Equip	Luxbane	Luxbane	卢克斯班	english-on-hold
Equip	Luxspire	Luxspire	勒克斯尖塔	english-on-hold
Equip	Mace	Mace	钉锤	english-on-hold
Equip	Mage Guard	Mage Guard	法师守卫	english-on-hold
Equip	Mage Plate	Mage Plate	法师板甲	english-on-hold
Equip	Mage_1	Elementalist	元素师	english-on-hold
Equip	Mage_2	Spellshot	法术射击	english-on-hold
Equip	Mage_3	Blink Step	闪现步	english-on-hold
Equip	Mage_4	Ley Pulse	魔力脉冲	english-on-hold
Equip	Mage_5	Frostglass	霜晶	english-on-hold
Equip	Mage_6	Combustion	燃爆	english-on-hold
Equip	MageChest	Spellthread Chest	法术丝线胸甲	english-on-hold
Equip	MageFeet	Spellthread Shoes	法术丝线鞋	english-on-hold
Equip	MageLegs	Spellthread Legs	法术丝线护腿	english-on-hold
Equip	Mana Cask	Mana Cask	法力酒桶	english-on-hold
Equip	Mana Potion	Elsi's Mana Potion	艾尔西的法力药水	english-on-hold
Equip	Mana Potion	Mana Potion	法力药水	english-on-hold
Equip	Master Axe	Master Axe	大师之斧	english-on-hold
Equip	Master Codex	Master Codex	大师法典	english-on-hold
Equip	Master Dagger	Master Dagger	大师匕首	english-on-hold
Equip	Master Hammer	Master Hammer	大师战锤	english-on-hold
Equip	Master Katar	Master Katar	大师拳刃	english-on-hold
Equip	Master Revolver	Master Pistol	大师手枪	english-on-hold
Equip	Master Scythe	Master Scythe	大师镰刀	english-on-hold
Equip	Master Slingshot	Master Bow	大师之弓	english-on-hold
Equip	Master Spear	Master Spear	大师长矛	english-on-hold
Equip	Master Sword	Master Sword	大师之剑	english-on-hold
Equip	Master Wand	Master Staff	大师法杖	english-on-hold
Equip	Master Wand	Master Wand	魔杖大师	english-on-hold
Equip	Mechanical Core	Mechanical Core	机械核心	english-on-hold
Equip	Meteoric Staff	Meteoric Staff	陨星法杖	english-on-hold
Equip	Mimic Barrel	Barrel Mimic	木桶拟态怪	english-on-hold
Equip	Mimic Barrel	Barrel Mimic Card	木桶拟态怪卡片	english-on-hold
Equip	Mimic Barrel	Barrel Mimic Pet	木桶拟态怪宠物	english-on-hold
Equip	Mimic Book	Book Mimic	书本拟态怪	english-on-hold
Equip	Mimic Book	Book Mimic Card	书本拟态怪卡片	english-on-hold
Equip	Mimic Book	Book Mimic Pet	伪魔典宠物	english-on-hold
Equip	Mimic Book	False Grimoire Pet	伪魔典宠物	english-on-hold
Equip	Mimic Candle	Candle Mimic	蜡烛拟态怪	english-on-hold
Equip	Mimic Candle	Candle Mimic Card	蜡烛拟态怪卡片	english-on-hold
Equip	Mimic Candle	Candle Mimic Pet	维克特拉普宠物	english-on-hold
Equip	Mimic Candle	Wicktrap Pet	维克特拉普宠物	english-on-hold
Equip	Mimic Living Trap	Safe Trap Pet	安全陷阱宠物	english-on-hold
Equip	Mimic Living Trap	Trap Mimic	陷阱拟态怪	english-on-hold
Equip	Mimic Living Trap	Trap Mimic Card	陷阱拟态怪卡片	english-on-hold
Equip	Mimic Living Trap	Trap Mimic Pet	安全陷阱宠物	english-on-hold
Equip	Mimic Sword	Sharp Mimic Pet	利刃拟态怪宠物	english-on-hold
Equip	Mimic Sword	Sword Mimic	剑之拟态怪	english-on-hold
Equip	Mimic Sword	Sword Mimic Card	剑之拟态怪卡片	english-on-hold
Equip	Mimic Sword	Sword Mimic Pet	利刃拟态怪宠物	english-on-hold
Equip	Mimic Treasure Chest	Chest Mimic	宝箱拟态怪	english-on-hold
Equip	Mimic Treasure Chest	Chest Mimic Card	宝箱拟态怪卡片	english-on-hold
Equip	Mimic Treasure Chest	Chest Mimic Pet	宝箱拟态怪宠物	english-on-hold
Equip	Mimic Treasure Chest	Treasure Mimic Pet	宝箱拟态怪宠物	english-on-hold
